factor_id,name_zh,name_en,family,metadata_quality,best_horizon,final_quality_class,final_quality_score,score_confidence,computation_integrity_score,predictive_ranking_score,portfolio_extraction_score,stability_score,quantile_shape_score,direction_interpretability_score,redundancy_novelty_score,redundancy_confidence,coverage_rate,rankic_mean,rankic_ir,monthly_ic_positive_rate,long_short_sharpe,long_short_annualized_return,long_short_max_drawdown,long_short_positive_month_rate,quantile_shape,main_strengths_zh,main_weaknesses_zh,main_strengths_en,main_weaknesses_en,review_notes_zh,review_notes_en,recommended_next_action,review_substatus,review_subreason_zh,review_subreason_en,ml_gate_status,ml_gate_reason_zh,ml_gate_reason_en,ml_gate_risk_flags,workflow_review_bucket,workflow_review_reasons,after_funding_best_horizon,after_funding_long_short_spread,after_funding_coverage_rate,bucket_tail_diagnosis,after_funding_bucket_tail_diagnosis,funding_adjusted_edge_flip,valid_redundancy_pair_count,expected_redundancy_pair_count,valid_redundancy_pair_coverage,insufficient_overlap_pair_count,nearest_factor,nearest_abs_spearman_corr,strongest_redundancy_level,novelty_assessment,redundancy_cluster_id,redundancy_cluster_size
breakout_dist_48h,48小时突破距离,48h Breakout Distance,breakout,COMPLETE,4h,PROMISING_BUT_INCONSISTENT,63.03,HIGH,100.0,59.9,72.7,56.7,40,90.0,20.0,MEDIUM,0.99623,-0.01993,-0.1379,0.16,1.1275,0.562567,-0.002045,0.68,NON_MONOTONIC,计算完整性(100); 方向可解释性(90),分位形状(40); 新颖性与冗余度(20),Computation Integrity(100); Direction Interpretability(90),Quantile Shape(40); Redundancy / Novelty(20),QA: 48小时突破距离：价格超出48小时高低区间的距离。,QA: 48h breakout distance: how far price has moved beyond the 48h high-low range.,KEEP_FOR_RESEARCH_REVIEW,REVIEW_DIRECTION_SEMANTICS,方向语义需复核；不要人工预设正负方向。,Direction semantics need review; do not hard-code a positive/negative sign.,ML_READY_WITH_CAUTION,可进机器学习，但让模型学习符号，人工方向不作为约束。,"Eligible for ML, but let the model learn the sign rather than constraining it manually.",high_redundancy|ls_not_robust|non_monotonic_quantiles|rankic_ls_direction_conflict,TAIL_OR_MONOTONICITY_REVIEW_REQUIRED,RankIC/spread direction conflict,72h,0.00599664,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,24,256,0.0938,232,q158_ma_60h,0.874654,HIGH_REDUNDANCY,HIGHLY_REDUNDANT,8,3
candle_body,K线实体比率,Candle Body Ratio,intraday_candle,DIRECTION_AMBIGUOUS,1h,PROMISING_BUT_INCONSISTENT,55.38,LOW,90.0,75.5,24.7,37.1,90,60.0,20.0,HIGH,1.0,-0.031128,-0.245,0.0,-2.0542,-1.16508,-0.00369,0.24,MONOTONIC_GOOD,计算完整性(90); 分位形状(90),组合提取能力(25); 新颖性与冗余度(20),Computation Integrity(90); Quantile Shape(90),Portfolio Extraction(25); Redundancy / Novelty(20),元数据质量: DIRECTION_AMBIGUOUS; QA: K线实体比率：(收盘-开盘)/(最高-最低)。衡量K线区间中实体vs影线的比例。1=全实体（强移动），0=全影线（犹豫）。,Metadata quality: DIRECTION_AMBIGUOUS; QA: Candle body ratio: (close-open)/(high-low). Measures how much of the bar range i,KEEP_FOR_RESEARCH_REVIEW,REVIEW_DIRECTION_SEMANTICS,方向语义需复核；不要人工预设正负方向。,Direction semantics need review; do not hard-code a positive/negative sign.,ML_READY_WITH_CAUTION,可进机器学习，但让模型学习符号，人工方向不作为约束。,"Eligible for ML, but let the model learn the sign rather than constraining it manually.",high_redundancy,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict,72h,0.00111156,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,184,256,0.7188,72,q158_kmid_range,0.999975,NEAR_DUPLICATE,HIGHLY_REDUNDANT,9,14
candle_wick_lower,下影线比率,Lower Wick Ratio,intraday_candle,COMPLETE,1h,INSUFFICIENT_EVIDENCE,44.21,HIGH,100.0,19.5,25.3,41.9,70,90.0,20.0,HIGH,1.0,-0.006118,-0.0548,0.12,-1.9303,-1.111819,-0.003176,0.24,NEAR_MONOTONIC,计算完整性(100); 方向可解释性(90),新颖性与冗余度(20); 预测排名能力(19),Computation Integrity(100); Direction Interpretability(90),Redundancy / Novelty(20); Predictive Ranking(19),"QA: 下影线比率：(min(开盘,收盘)-最低)/(最高-最低)。衡量下影线长度。长下影线=低价位的买压。","QA: Lower wick ratio: (min(open,close)-low)/(high-low). Measures lower shadow length",INSUFFICIENT_DATA,HOLD_INSUFFICIENT_EVIDENCE,计算完整性或覆盖率不足，当前证据不够。,Computation integrity or coverage is too weak for current evidence.,ML_HOLD,证据不足，暂不进入机器学习。,Insufficient evidence; keep out of ML for now.,high_redundancy,LONGSHORT_STRONG_RANKIC_WEAK,,72h,-0.00122611,1.0,ROBUST_SPREAD_NEGATIVE,ROBUST_SPREAD_NEGATIVE,False,184,256,0.7188,72,q158_klow_range,0.999943,NEAR_DUPLICATE,HIGHLY_REDUNDANT,10,2
candle_wick_upper,上影线比率,Upper Wick Ratio,intraday_candle,COMPLETE,1h,PROMISING_BUT_INCONSISTENT,49.88,HIGH,100.0,35.0,23.9,42.3,90,90.0,20.0,HIGH,1.0,-0.010023,-0.0897,0.16,-2.5188,-1.397921,-0.003982,0.2,MONOTONIC_GOOD,计算完整性(100); 分位形状(90),组合提取能力(24); 新颖性与冗余度(20),Computation Integrity(100); Quantile Shape(90),Portfolio Extraction(24); Redundancy / Novelty(20),"QA: 上影线比率：(最高-max(开盘,收盘))/(最高-最低)。衡量上影线长度。长上影线=高价位的卖压。","QA: Upper wick ratio: (high-max(open,close))/(high-low). Measures upper shadow lengt",KEEP_FOR_RESEARCH_REVIEW,REVIEW_REDUNDANCY,因子本身可用性未否定，但与已有因子高度重叠。,"The factor is not rejected, but it overlaps heavily with existing factors.",ML_READY_WITH_CAUTION,可进机器学习候选，但同一冗余簇应限额或选代表。,Eligible with caution; cap the redundancy cluster or select representatives.,cost_collapsed|high_redundancy|mean_median_split,TAIL_OR_MONOTONICITY_REVIEW_REQUIRED,after_funding_mean_spread_outlier_dominated|mean_spread_outlier_dominated,72h,-0.00043454,1.0,MEAN_SPREAD_OUTLIER_DOMINATED,MEAN_SPREAD_OUTLIER_DOMINATED,False,184,256,0.7188,72,q158_kup_range,0.999943,NEAR_DUPLICATE,HIGHLY_REDUNDANT,11,3
clv_20h,clv_20h,Clv 20H,,NEEDS_REVIEW,72h,REVIEW_REQUIRED,60.81,LOW,90.0,56.6,63.2,73.5,40,30.0,70.0,HIGH,0.998476,0.017734,0.1386,0.68,0.7784,0.252434,-0.01537,0.56,NON_MONOTONIC,计算完整性(90); 稳定性(74),分位形状(40); 方向可解释性(30),Computation Integrity(90); Stability(74),Quantile Shape(40); Direction Interpretability(30),元数据质量: NEEDS_REVIEW; 需人工审查公式或元数据; QA: 衡量20小时内的价格延续性。值越高表示近期向上漂移越强。,Metadata quality: NEEDS_REVIEW; Formula or metadata needs human review; QA: Measures price continuation over 20h. Higher values indicate stronger recent upw,REVIEW_FORMULA_OR_METADATA,REVIEW_METADATA_ONLY,主要是批量接入后的元数据/解释待补齐，不等于因子失效。,Mainly metadata/explanation cleanup after bulk intake; not evidence that the factor failed.,ML_READY_WITH_CAUTION,可作为候选特征进入机器学习，但带元数据风险标记。,Eligible as an ML candidate feature with a metadata risk flag.,ls_not_robust|metadata_needs_review|non_monotonic_quantiles,METADATA_REVIEW,,72h,0.00198073,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,184,256,0.7188,72,mom_vol_adjusted_20h,0.579898,LOW_REDUNDANCY,LIKELY_DISTINCT,12,1
downside_vol_20h,20小时下行波动率,20h Downside Volatility,realized_skew_kurtosis,COMPLETE,72h,PROMISING_BUT_INCONSISTENT,69.03,HIGH,100.0,100.0,37.2,77.2,40,90.0,20.0,HIGH,0.998396,0.089635,0.4311,0.96,-0.6964,-0.430571,-0.146502,0.44,NON_MONOTONIC,计算完整性(100); 预测排名能力(100),组合提取能力(37); 新颖性与冗余度(20),Computation Integrity(100); Predictive Ranking(100),Portfolio Extraction(37); Redundancy / Novelty(20),"QA: 20小时下行波动率：std(min(ret,0), 20)。仅从负收益计算的波动率。衡量崩盘风险。","QA: 20h downside volatility: std(min(ret,0), 20). Volatility computed only from nega",KEEP_FOR_RESEARCH_REVIEW,REVIEW_DIRECTION_SEMANTICS,方向语义需复核；不要人工预设正负方向。,Direction semantics need review; do not hard-code a positive/negative sign.,ML_READY_WITH_CAUTION,可进机器学习，但让模型学习符号，人工方向不作为约束。,"Eligible for ML, but let the model learn the sign rather than constraining it manually.",high_redundancy|ls_not_robust|mean_median_split|non_monotonic_quantiles|rankic_ls_direction_conflict,ACTIVE_IN_SIGNAL_REVIEW,RankIC/spread direction conflict|after_funding_mean_spread_outlier_dominated|mean_spread_outlier_dominated,72h,-0.00460818,1.0,MEAN_SPREAD_OUTLIER_DOMINATED,MEAN_SPREAD_OUTLIER_DOMINATED,False,184,256,0.7188,72,volatility_20h,0.869535,HIGH_REDUNDANCY,HIGHLY_REDUNDANT,13,3
ema_12_26_gap,EMA 12/26差,EMA 12/26 Gap,technical_indicators,COMPLETE,24h,PROMISING_BUT_INCONSISTENT,66.15,HIGH,100.0,72.5,72.2,57.3,40,90.0,20.0,HIGH,1.0,-0.028321,-0.1673,0.24,1.1999,0.611379,-0.011618,0.6,NON_MONOTONIC,计算完整性(100); 方向可解释性(90),分位形状(40); 新颖性与冗余度(20),Computation Integrity(100); Direction Interpretability(90),Quantile Shape(40); Redundancy / Novelty(20),QA: EMA 12/26差：(EMA12-EMA26)/EMA26。快慢指数均线之间的差距。,QA: EMA 12/26 gap: (EMA12-EMA26)/EMA26. Gap between fast and slow exponential moving,KEEP_FOR_RESEARCH_REVIEW,REVIEW_DIRECTION_SEMANTICS,方向语义需复核；不要人工预设正负方向。,Direction semantics need review; do not hard-code a positive/negative sign.,ML_READY_WITH_CAUTION,可进机器学习，但让模型学习符号，人工方向不作为约束。,"Eligible for ML, but let the model learn the sign rather than constraining it manually.",cost_collapsed|high_redundancy|non_monotonic_quantiles|rankic_ls_direction_conflict,DIRECTION_REVIEW_REQUIRED,RankIC/spread direction conflict,72h,0.00675687,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,184,256,0.7188,72,mom_20h,0.8567,HIGH_REDUNDANCY,HIGHLY_REDUNDANT,7,53
funding_rate_change_24h,24小时资金费率变化,24h Funding Rate Change,funding_rate,NEEDS_REVIEW,24h,REVIEW_REQUIRED,39.99,LOW,60.0,21.9,47.8,53.1,40,30.0,40.0,LOW,0.878346,-0.006731,-0.0696,0.2083,-0.444,-0.088702,-0.008564,0.5,NON_MONOTONIC,计算完整性(60),方向可解释性(30); 预测排名能力(22),Computation Integrity(60),Direction Interpretability(30); Predictive Ranking(22),元数据质量: NEEDS_REVIEW; 需人工审查公式或元数据; 冗余数据不完整，无法充分评估新颖性; QA: 24小时资金费率变化：资金费率 - 24期前资金费率。资金费率快速上升=多头快速拥挤。,Metadata quality: NEEDS_REVIEW; Formula or metadata needs human review; Redundancy data incomplete; novelty not fully assessed; QA: 24h funding rate change: funding_rate - funding_rate_lag(24). Fast rise in fundi,REVIEW_FORMULA_OR_METADATA,REVIEW_METADATA_ONLY,主要是批量接入后的元数据/解释待补齐，不等于因子失效。,Mainly metadata/explanation cleanup after bulk intake; not evidence that the factor failed.,ML_READY_WITH_CAUTION,可作为候选特征进入机器学习，但带元数据风险标记。,Eligible as an ML candidate feature with a metadata risk flag.,funding_adjusted_edge_flip|ls_not_robust|metadata_needs_review|non_monotonic_quantiles,FUNDING_ADJUSTED_REVIEW_REQUIRED,RankIC/spread direction conflict|funding-adjusted edge flips,72h,0.00097981,1.0,MIXED_OR_WEAK,DIRECTIONALLY_CLEAN_THIN_EDGE,True,45,256,0.1758,211,funding_rate_momentum_20h,0.646109,MODERATE_REDUNDANCY,INSUFFICIENT_OVERLAP,14,1
funding_rate_level_20h,20小时资金费率水平,20h Funding Rate Level,funding_rate,NEEDS_REVIEW,72h,REVIEW_REQUIRED,56.74,LOW,60.0,91.3,19.8,33.0,90,30.0,70.0,HIGH,0.878435,-0.044669,-0.4185,0.0833,-2.3075,-1.49063,-0.259991,0.25,MONOTONIC_GOOD,预测排名能力(91); 分位形状(90),方向可解释性(30); 组合提取能力(20),Predictive Ranking(91); Quantile Shape(90),Direction Interpretability(30); Portfolio Extraction(20),元数据质量: NEEDS_REVIEW; 需人工审查公式或元数据; QA: 20小时资金费率水平：20根K线内永续资金费率的滚动均值。高正值资金费率=拥挤多头向空头付费。,Metadata quality: NEEDS_REVIEW; Formula or metadata needs human review; QA: 20h funding rate level: rolling mean of perpetual funding rate over 20 bars. Hig,REVIEW_FORMULA_OR_METADATA,REVIEW_METADATA_ONLY,主要是批量接入后的元数据/解释待补齐，不等于因子失效。,Mainly metadata/explanation cleanup after bulk intake; not evidence that the factor failed.,ML_READY_WITH_CAUTION,可作为候选特征进入机器学习，但带元数据风险标记。,Eligible as an ML candidate feature with a metadata risk flag.,metadata_needs_review,STRONG_DIAGNOSTIC_CANDIDATE,,72h,-0.00670676,1.0,ROBUST_SPREAD_NEGATIVE,ROBUST_SPREAD_NEGATIVE,False,184,256,0.7188,72,xs_rank_vol,0.538886,LOW_REDUNDANCY,LIKELY_DISTINCT,15,1
funding_rate_momentum_20h,funding_rate_momentum_20h,Funding Rate Momentum 20H,,NEEDS_REVIEW,24h,REVIEW_REQUIRED,39.68,LOW,60.0,21.0,36.7,47.2,70,30.0,40.0,LOW,0.87671,-0.006503,-0.0673,0.1667,-1.0891,-0.320028,-0.02291,0.375,NEAR_MONOTONIC,分位形状(70); 计算完整性(60),方向可解释性(30); 预测排名能力(21),Quantile Shape(70); Computation Integrity(60),Direction Interpretability(30); Predictive Ranking(21),元数据质量: NEEDS_REVIEW; 需人工审查公式或元数据; 冗余数据不完整，无法充分评估新颖性; QA: 45小时永续资金费率指标。高资金费率=拥挤多头。,Metadata quality: NEEDS_REVIEW; Formula or metadata needs human review; Redundancy data incomplete; novelty not fully assessed; QA: Perpetual funding rate metric over 45h. High funding = crowded long.,REVIEW_FORMULA_OR_METADATA,REVIEW_METADATA_ONLY,主要是批量接入后的元数据/解释待补齐，不等于因子失效。,Mainly metadata/explanation cleanup after bulk intake; not evidence that the factor failed.,ML_READY_WITH_CAUTION,可作为候选特征进入机器学习，但带元数据风险标记。,Eligible as an ML candidate feature with a metadata risk flag.,ls_not_robust|mean_median_split|metadata_needs_review,LONGSHORT_STRONG_RANKIC_WEAK,after_funding_mean_spread_outlier_dominated,72h,-0.00025184,1.0,ROBUST_SPREAD_NEGATIVE,MEAN_SPREAD_OUTLIER_DOMINATED,False,45,256,0.1758,211,funding_rate_change_24h,0.646109,MODERATE_REDUNDANCY,INSUFFICIENT_OVERLAP,16,1
funding_rate_skew_20h,funding_rate_skew_20h,Funding Rate Skew 20H,,NEEDS_REVIEW,72h,REVIEW_REQUIRED,66.97,LOW,60.0,58.6,87.2,79.2,70,30.0,70.0,HIGH,0.8781,0.015739,0.1568,0.7083,2.2419,0.953081,-0.01308,0.7083,NEAR_MONOTONIC,组合提取能力(87); 稳定性(79),预测排名能力(59); 方向可解释性(30),Portfolio Extraction(87); Stability(79),Predictive Ranking(59); Direction Interpretability(30),元数据质量: NEEDS_REVIEW; 需人工审查公式或元数据; QA: 20小时永续资金费率指标。高资金费率=拥挤多头。,Metadata quality: NEEDS_REVIEW; Formula or metadata needs human review; QA: Perpetual funding rate metric over 20h. High funding = crowded long.,REVIEW_FORMULA_OR_METADATA,REVIEW_METADATA_ONLY,主要是批量接入后的元数据/解释待补齐，不等于因子失效。,Mainly metadata/explanation cleanup after bulk intake; not evidence that the factor failed.,ML_READY_WITH_CAUTION,可作为候选特征进入机器学习，但带元数据风险标记。,Eligible as an ML candidate feature with a metadata risk flag.,cost_collapsed|metadata_needs_review,CONDITIONAL_DIRECTION_REVIEW,,72h,0.0070419,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,184,256,0.7188,72,funding_rate_level_20h,0.2283,LOW_REDUNDANCY,LIKELY_DISTINCT,17,1
funding_rate_zscore_80h,80小时资金费率Z分数,80h Funding Rate Z-Score,funding_rate,NEEDS_REVIEW,24h,REVIEW_REQUIRED,47.49,LOW,30.0,50.7,50.7,51.2,40,30.0,70.0,HIGH,0.75482,-0.013803,-0.1247,0.2917,0.1336,0.043019,-0.01529,0.3333,NON_MONOTONIC,新颖性与冗余度(70),计算完整性(30); 方向可解释性(30),Redundancy / Novelty(70),Computation Integrity(30); Direction Interpretability(30),元数据质量: NEEDS_REVIEW; 需人工审查公式或元数据; QA: 80小时资金费率Z分数：资金费率的80小时Z分数。检测异常极端的资金费率状态。,Metadata quality: NEEDS_REVIEW; Formula or metadata needs human review; QA: 80h funding rate z-score: z-score of funding rate over 80 bars. Detects unusuall,REVIEW_FORMULA_OR_METADATA,HOLD_INSUFFICIENT_EVIDENCE,计算完整性或覆盖率不足，当前证据不够。,Computation integrity or coverage is too weak for current evidence.,ML_HOLD,证据不足，暂不进入机器学习。,Insufficient evidence; keep out of ML for now.,funding_adjusted_edge_flip|low_coverage|ls_not_robust|non_monotonic_quantiles|rankic_ls_direction_conflict,FUNDING_ADJUSTED_REVIEW_REQUIRED,RankIC/spread direction conflict|funding-adjusted edge flips,72h,0.0020933,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,True,184,256,0.7188,72,q158_max_20h,0.241615,LOW_REDUNDANCY,LIKELY_DISTINCT,18,1
intraday_ret,日内收益,Intraday Return,alpha158_ohlcv,DIRECTION_AMBIGUOUS,1h,PROMISING_BUT_INCONSISTENT,55.15,LOW,90.0,77.8,29.8,38.3,70,60.0,20.0,HIGH,1.0,-0.036555,-0.2303,0.0,-1.4722,-1.032716,-0.003309,0.28,NEAR_MONOTONIC,计算完整性(90); 预测排名能力(78),组合提取能力(30); 新颖性与冗余度(20),Computation Integrity(90); Predictive Ranking(78),Portfolio Extraction(30); Redundancy / Novelty(20),元数据质量: DIRECTION_AMBIGUOUS; QA: 日内收益：(收盘-开盘)/开盘。当前K线的开盘到收盘收益。,Metadata quality: DIRECTION_AMBIGUOUS; QA: Intraday return: (close-open)/open. Simple open-to-close return for the current,KEEP_FOR_RESEARCH_REVIEW,REVIEW_DIRECTION_SEMANTICS,方向语义需复核；不要人工预设正负方向。,Direction semantics need review; do not hard-code a positive/negative sign.,ML_READY_WITH_CAUTION,可进机器学习，但让模型学习符号，人工方向不作为约束。,"Eligible for ML, but let the model learn the sign rather than constraining it manually.",high_redundancy,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict,72h,0.00148454,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,184,256,0.7188,72,q158_kmid_open,1.0,NEAR_DUPLICATE,HIGHLY_REDUNDANT,9,14
klow_close,下影线/收盘价,Lower Wick / Close,alpha158_ohlcv,COMPLETE,72h,PROMISING_BUT_INCONSISTENT,69.49,HIGH,100.0,95.6,66.7,48.4,40,90.0,20.0,HIGH,1.0,-0.054766,-0.3716,0.04,0.9596,0.385832,-0.040853,0.6,NON_MONOTONIC,计算完整性(100); 预测排名能力(96),分位形状(40); 新颖性与冗余度(20),Computation Integrity(100); Predictive Ranking(96),Quantile Shape(40); Redundancy / Novelty(20),"QA: 下影线/收盘价：(min(开盘,收盘)-最低)/收盘。衡量下影线占价格的比例。下影线越长=买压越强。","QA: Lower wick / close: (min(open,close)-low)/close. Measures the lower shadow as a",KEEP_FOR_RESEARCH_REVIEW,REVIEW_DIRECTION_SEMANTICS,方向语义需复核；不要人工预设正负方向。,Direction semantics need review; do not hard-code a positive/negative sign.,ML_READY_WITH_CAUTION,可进机器学习，但让模型学习符号，人工方向不作为约束。,"Eligible for ML, but let the model learn the sign rather than constraining it manually.",high_redundancy|ls_not_robust|non_monotonic_quantiles|rankic_ls_direction_conflict,DIRECTION_REVIEW_REQUIRED,RankIC/spread direction conflict,72h,0.00396575,1.0,MIXED_OR_WEAK,MIXED_OR_WEAK,False,184,256,0.7188,72,q158_klow_open,0.999925,NEAR_DUPLICATE,HIGHLY_REDUNDANT,19,2
ksft_5h,5小时收益偏度,5h Return Skewness,alpha158_ohlcv,DIRECTION_AMBIGUOUS,24h,PROMISING_BUT_INCONSISTENT,52.14,LOW,90.0,24.6,59.5,53.8,40,60.0,70.0,HIGH,0.999599,-0.007409,-0.0705,0.24,0.7354,0.110029,-0.005532,0.48,NON_MONOTONIC,计算完整性(90); 新颖性与冗余度(70),分位形状(40); 预测排名能力(25),Computation Integrity(90); Redundancy / Novelty(70),Quantile Shape(40); Predictive Ranking(25),元数据质量: DIRECTION_AMBIGUOUS; QA: 5小时收益偏度：衡量5根K线小时收益的不对称性。正偏度=偶发大涨。,Metadata quality: DIRECTION_AMBIGUOUS; QA: 5-hour return skewness: measures asymmetry of hourly returns over 5 bars. Positi,KEEP_FOR_RESEARCH_REVIEW,REVIEW_DIRECTION_SEMANTICS,方向语义需复核；不要人工预设正负方向。,Direction semantics need review; do not hard-code a positive/negative sign.,ML_READY_WITH_CAUTION,可进机器学习，但让模型学习符号，人工方向不作为约束。,"Eligible for ML, but let the model learn the sign rather than constraining it manually.",ls_not_robust|non_monotonic_quantiles|rankic_ls_direction_conflict,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict,72h,0.00042645,1.0,MIXED_OR_WEAK,DIRECTIONALLY_CLEAN_THIN_EDGE,False,184,256,0.7188,72,realized_skew_20h,0.263992,LOW_REDUNDANCY,LIKELY_DISTINCT,20,1
ma_gap_10_40,均线差 10/40,MA Gap 10/40,trend_ma,COMPLETE,24h,PROMISING_BUT_INCONSISTENT,63.28,HIGH,100.0,65.7,67.0,56.4,40,90.0,20.0,MEDIUM,0.996872,-0.023797,-0.1424,0.28,0.9636,0.483359,-0.012513,0.52,NON_MONOTONIC,计算完整性(100); 方向可解释性(90),分位形状(40); 新颖性与冗余度(20),Computation Integrity(100); Direction Interpretability(90),Quantile Shape(40); Redundancy / Novelty(20),QA: 均线差（10/40）：中期趋势指标。(SMA10-SMA40)/SMA40。,QA: MA gap (10/40): medium-term trend indicator. (SMA10-SMA40)/SMA40.,KEEP_FOR_RESEARCH_REVIEW,REVIEW_DIRECTION_SEMANTICS,方向语义需复核；不要人工预设正负方向。,Direction semantics need review; do not hard-code a positive/negative sign.,ML_READY_WITH_CAUTION,可进机器学习，但让模型学习符号，人工方向不作为约束。,"Eligible for ML, but let the model learn the sign rather than constraining it manually.",cost_collapsed|high_redundancy|ls_not_robust|non_monotonic_quantiles|rankic_ls_direction_conflict,DIRECTION_REVIEW_REQUIRED,RankIC/spread direction conflict,72h,0.00594392,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,48,256,0.1875,208,q158_beta_30h,0.9638,NEAR_DUPLICATE,HIGHLY_REDUNDANT,21,16
ma_gap_20_80,均线差 20/80,MA Gap 20/80,trend_ma,COMPLETE,24h,PROMISING_BUT_INCONSISTENT,62.23,HIGH,100.0,61.7,65.8,57.6,40,90.0,20.0,HIGH,0.993663,-0.021131,-0.124,0.28,0.809,0.434149,-0.014158,0.56,NON_MONOTONIC,计算完整性(100); 方向可解释性(90),分位形状(40); 新颖性与冗余度(20),Computation Integrity(100); Direction Interpretability(90),Quantile Shape(40); Redundancy / Novelty(20),QA: 均线差（20/80）：长期趋势指标。(SMA20-SMA80)/SMA80。,QA: MA gap (20/80): long-term trend indicator. (SMA20-SMA80)/SMA80.,KEEP_FOR_RESEARCH_REVIEW,REVIEW_DIRECTION_SEMANTICS,方向语义需复核；不要人工预设正负方向。,Direction semantics need review; do not hard-code a positive/negative sign.,ML_READY_WITH_CAUTION,可进机器学习，但让模型学习符号，人工方向不作为约束。,"Eligible for ML, but let the model learn the sign rather than constraining it manually.",high_redundancy|ls_not_robust|non_monotonic_quantiles|rankic_ls_direction_conflict,DIRECTION_REVIEW_REQUIRED,RankIC/spread direction conflict,72h,0.00682652,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,184,256,0.7188,72,rev_72h,0.87332,HIGH_REDUNDANCY,HIGHLY_REDUNDANT,22,3
ma_gap_5_20,均线差 5/20,MA Gap 5/20,trend_ma,COMPLETE,24h,PROMISING_BUT_INCONSISTENT,66.31,HIGH,100.0,68.5,76.1,59.9,40,90.0,20.0,HIGH,0.998476,-0.025637,-0.1531,0.24,1.4939,0.594016,-0.004056,0.68,NON_MONOTONIC,计算完整性(100); 方向可解释性(90),分位形状(40); 新颖性与冗余度(20),Computation Integrity(100); Direction Interpretability(90),Quantile Shape(40); Redundancy / Novelty(20),QA: 均线差（5/20）：(SMA5-SMA20)/SMA20。短期和长期均线之间的差距。正值=上升趋势。,QA: MA gap (5/20): (SMA5-SMA20)/SMA20. Gap between short and long moving averages. P,KEEP_FOR_RESEARCH_REVIEW,REVIEW_DIRECTION_SEMANTICS,方向语义需复核；不要人工预设正负方向。,Direction semantics need review; do not hard-code a positive/negative sign.,ML_READY_WITH_CAUTION,可进机器学习，但让模型学习符号，人工方向不作为约束。,"Eligible for ML, but let the model learn the sign rather than constraining it manually.",cost_collapsed|high_redundancy|non_monotonic_quantiles|rankic_ls_direction_conflict,DIRECTION_REVIEW_REQUIRED,RankIC/spread direction conflict,72h,0.00467732,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,184,256,0.7188,72,q158_beta_20h,0.932555,HIGH_REDUNDANCY,HIGHLY_REDUNDANT,7,53
mom_10h,10小时动量,10h Momentum,momentum,COMPLETE,4h,PROMISING_BUT_INCONSISTENT,66.67,HIGH,100.0,74.8,76.4,51.2,40,90.0,20.0,HIGH,0.999198,-0.029898,-0.1854,0.08,1.5531,0.702202,-0.00136,0.6,NON_MONOTONIC,计算完整性(100); 方向可解释性(90),分位形状(40); 新颖性与冗余度(20),Computation Integrity(100); Direction Interpretability(90),Quantile Shape(40); Redundancy / Novelty(20),QA: 10小时价格动量：连接超短期和中期趋势信号。,QA: 10-hour price momentum: bridges very short-term and medium-term trend signals.,KEEP_FOR_RESEARCH_REVIEW,REVIEW_DIRECTION_SEMANTICS,方向语义需复核；不要人工预设正负方向。,Direction semantics need review; do not hard-code a positive/negative sign.,ML_READY_WITH_CAUTION,可进机器学习，但让模型学习符号，人工方向不作为约束。,"Eligible for ML, but let the model learn the sign rather than constraining it manually.",high_redundancy|non_monotonic_quantiles|rankic_ls_direction_conflict,DIRECTION_REVIEW_REQUIRED,RankIC/spread direction conflict,72h,0.00413447,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,184,256,0.7188,72,rev_10h,1.0,NEAR_DUPLICATE,HIGHLY_REDUNDANT,7,53
