factor_id,cluster_id,cluster_size,family,quality_score,scorecard_class,redundancy_score_to_representative,nearest_redundant_factor,novelty_score,member_role,interpretation_notes_zh,interpretation_notes_en,paper_net_return_10bps,cost_sensitivity_class,regime_dependency_class,capacity_liquidity_class,quantile_shape_class,stability_class,decile_shape_class
taker_buy_zscore_20h,85,1,taker_imbalance,48.99,REVIEW_REQUIRED,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,-1.391351,INSUFFICIENT_DATA,REGIME_ROBUST,WATCH_BOTH,MIXED_SHAPE,STABLE_WEAK,NONLINEAR_MIXED
xs_rank_mom_accel,86,1,cross_sectional_normalized,48.87,REVIEW_REQUIRED,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,0.0,INSUFFICIENT_DATA,REGIME_ROBUST,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,INSUFFICIENT_HISTORY,NONLINEAR_MIXED
wq101_alpha32,87,1,,48.69,REVIEW_REQUIRED,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,0.168367,COST_COLLAPSED,REGIME_ROBUST,WATCH_LIQUIDITY,WEAK_MONOTONIC,STABLE_WEAK,NONLINEAR_MIXED
q158_volume_ratio_2h,88,1,,48.15,REVIEW_REQUIRED,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,-0.281984,INSUFFICIENT_DATA,REGIME_ROBUST,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,STABLE_POSITIVE,NONLINEAR_MIXED
q158_wvma_20h,89,1,,48.03,REVIEW_REQUIRED,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,-0.045048,INSUFFICIENT_DATA,REGIME_ROBUST,WATCH_LIQUIDITY,MIXED_SHAPE,STABLE_WEAK,NONLINEAR_MIXED
q158_volume_ratio_3h,90,1,,47.78,REVIEW_REQUIRED,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,-0.181376,INSUFFICIENT_DATA,REGIME_ROBUST,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,STABLE_POSITIVE,NONLINEAR_MIXED
funding_rate_zscore_80h,91,1,funding_rate,47.49,REVIEW_REQUIRED,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,0.043019,COST_COLLAPSED,REGIME_ROBUST,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,STABLE_POSITIVE,NONLINEAR_MIXED
q158_volume_ratio_4h,92,1,,47.36,REVIEW_REQUIRED,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,-0.153125,INSUFFICIENT_DATA,REGIME_ROBUST,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,STABLE_POSITIVE,NONLINEAR_MIXED
taker_buy_ratio_20h,93,1,taker_imbalance,45.82,REVIEW_REQUIRED,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,-0.210328,COST_COLLAPSED,BEAR_DEPENDENT,WATCH_LIQUIDITY,MIXED_SHAPE,STABLE_WEAK,DECILE_MONOTONIC_WEAK
vol_ratio_5_20,94,1,volatility,45.07,PROMISING_BUT_INCONSISTENT,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,-0.10258,INSUFFICIENT_DATA,REGIME_ROBUST,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,UNSTABLE_SIGN_FLIP,NONLINEAR_MIXED
q158_vsump_20h,95,3,,44.89,REVIEW_REQUIRED,1.0,q158_vsumn_20h,0.0,REDUNDANT_HIGH_QUALITY_ALTERNATIVE,与代表因子 q158_vsumd_20h 相关性 1.00，信息冗余度高，需结合边际信息、稳定性、容量与状态表现进一步评估,Redundancy 1.00 with representative q158_vsumd_20h — high overlap; requires marginal-information review before combination,0.142332,COST_COLLAPSED,REGIME_ROBUST,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,STABLE_WEAK,NONLINEAR_MIXED
q158_vsumn_20h,95,3,,42.74,REVIEW_REQUIRED,1.0,q158_vsump_20h,0.0,REDUNDANT_HIGH_QUALITY_ALTERNATIVE,与代表因子 q158_vsumd_20h 相关性 1.00，信息冗余度高，需结合边际信息、稳定性、容量与状态表现进一步评估,Redundancy 1.00 with representative q158_vsumd_20h — high overlap; requires marginal-information review before combination,-0.609959,INSUFFICIENT_DATA,VOL_DEPENDENT,WATCH_LIQUIDITY,WEAK_MONOTONIC,STABLE_WEAK,NONLINEAR_MIXED
q158_vsumd_20h,95,3,,44.94,REVIEW_REQUIRED,0.0,q158_vsumn_20h,0.0,CLUSTER_REPRESENTATIVE,该簇的质量最高因子，作为簇代表,Highest quality factor in cluster — serves as cluster representative,0.174496,COST_COLLAPSED,REGIME_ROBUST,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,REGIME_OR_PERIOD_DEPENDENT,NONLINEAR_MIXED
q158_klow_range,96,2,,37.28,REVIEW_REQUIRED,0.999943,candle_wick_lower,5.7e-05,REDUNDANT_HIGH_QUALITY_ALTERNATIVE,与代表因子 candle_wick_lower 相关性 1.00，信息冗余度高，需结合边际信息、稳定性、容量与状态表现进一步评估,Redundancy 1.00 with representative candle_wick_lower — high overlap; requires marginal-information review before combination,-1.09535,INSUFFICIENT_DATA,VOL_DEPENDENT,WATCH_LIQUIDITY,WEAK_MONOTONIC,UNSTABLE_SIGN_FLIP,NONLINEAR_MIXED
candle_wick_lower,96,2,intraday_candle,44.27,INSUFFICIENT_EVIDENCE,0.0,q158_klow_range,5.7e-05,CLUSTER_REPRESENTATIVE,该簇的质量最高因子，作为簇代表,Highest quality factor in cluster — serves as cluster representative,-1.096226,INSUFFICIENT_DATA,VOL_DEPENDENT,WATCH_LIQUIDITY,WEAK_MONOTONIC,UNSTABLE_SIGN_FLIP,NONLINEAR_MIXED
taker_buy_delta_5h,97,1,taker_imbalance,44.01,REVIEW_REQUIRED,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,-0.341114,INSUFFICIENT_DATA,REGIME_ROBUST,WATCH_BOTH,NO_CLEAR_SHAPE,STABLE_WEAK,NONLINEAR_MIXED
funding_rate_change_24h,98,1,funding_rate,39.99,REVIEW_REQUIRED,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,-0.088702,COST_COLLAPSED,REGIME_ROBUST,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,STABLE_POSITIVE,NONLINEAR_MIXED
wq101_alpha77,99,1,,0.0,,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,-0.105973,,,,,,
wq101_alpha78,100,1,,0.0,,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,0.329124,,,,,,
wq101_alpha85,101,1,,0.0,,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,0.1187,,,,,,
wq101_alpha86,102,1,,0.0,,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,0.469448,,,,,,
wq101_alpha88,103,1,,0.0,,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,-0.377173,,,,,,
wq101_alpha92,104,1,,0.0,,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,-0.391835,,,,,,
wq101_alpha94,105,1,,0.0,,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,-0.2601,,,,,,
wq101_alpha95,106,1,,0.0,,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,-0.155345,,,,,,
wq101_alpha99,107,1,,0.0,,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,0.041402,,,,,,
