factor_id,family,lifecycle_status,name_en,name_zh,family_en,family_zh,formula_en,formula_zh,intuition_en,intuition_zh,required_columns,expected_direction,expected_direction_explanation_en,expected_direction_explanation_zh,known_limitations_en,known_limitations_zh,data_source_type,horizon_notes_en,horizon_notes_zh,status_explanation_en,status_explanation_zh,review_required_flag,metadata_quality,source_fields
rsi_28h,technical_indicators,DIAGNOSTIC_PROBE,28h RSI,28小时RSI,Technical Indicators,技术指标,Wilder RSI(28),怀尔德RSI(28),28-hour RSI: slower RSI variant for longer-horizon overbought/oversold detection.,28小时RSI：更慢的RSI变体，用于更长期的超买/超卖检测。,close,negative,Negative direction: high RSI suggests overbought over medium term.,负向：高RSI暗示中期超买。,Slow RSI may miss short-term turning points. Lookback=29 for diff(1)+ewm(28).,慢RSI可能错过短期转折点。lookback=29用于diff(1)+ewm(28)。,TECHNICAL,Lookback window: 29 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：29根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status,COMPLETE,canonical_bars
williams_r_14h,technical_indicators,DIAGNOSTIC_PROBE,14h Williams %R,14小时威廉%R,Technical Indicators,技术指标,(HH14 - close) / (HH14 - LL14),(14期最高 - 收盘) / (14期最高 - 14期最低),"14h Williams %R: (HH14-close)/(HH14-LL14). Momentum oscillator, 0-1 scale. 0=at high, 1=at low.",14小时威廉%R：(14期最高-收盘)/(14期最高-14期最低)。动量振荡器，0-1范围。0=在最高点，1=在最低点。,"close,high,low",negative,"Negative direction: Williams %R near 0 = overbought (at 14h high), expecting pullback.",负向：威廉%R接近0=超买（在14小时高点），预期回调。,Similar to RSI but inverted scale. Can stay at extremes in trending markets.,类似RSI但范围反转。趋势市中可能长期处于极端值。,TECHNICAL,Lookback window: 14 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：14根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status,COMPLETE,canonical_bars
downside_vol_20h,realized_skew_kurtosis,DIAGNOSTIC_PROBE,20h Downside Volatility,20小时下行波动率,Realized Skew/Kurtosis,已实现偏度/峰度,"std(min(ret,0), 20)",负收益的20期标准差,"20h downside volatility: std(min(ret,0), 20). Volatility computed only from negative returns. Measures crash risk.","20小时下行波动率：std(min(ret,0), 20)。仅从负收益计算的波动率。衡量崩盘风险。",close,negative,Negative direction: high downside volatility penalized — assets with large negative tails are riskier.,负向：高下行波动率被惩罚——具有大负尾部的资产风险更高。,Only uses negative returns (wastes half the data). Lookback=21 for pct_change+std(20).,仅使用负收益（浪费一半数据）。lookback=21用于pct_change+std(20)。,VOLATILITY,Lookback window: 21 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：21根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status,COMPLETE,canonical_bars
vol_of_vol_20h,realized_skew_kurtosis,DIAGNOSTIC_PROBE,20h Volatility of Volatility,20小时波动率的波动率,Realized Skew/Kurtosis,已实现偏度/峰度,"std(std(ret,5), 20)",5期波动率的20期标准差,"20h volatility-of-volatility: std(std(ret,5), 20). Measures how much volatility itself fluctuates. Higher = less predictable risk.","20小时波动率的波动率：std(std(ret,5), 20)。衡量波动率本身的波动程度。越高=风险越不可预测。",close,negative,Negative direction: high vol-of-vol penalized — unstable risk profiles are less desirable.,负向：高波动率的波动率被惩罚——不稳定的风险特征较不受欢迎。,Nested std computation requires 26 bars lookback. Sensitive to window choice. Diagnostic probe.,嵌套标准差计算需要26根K线回溯。对窗口选择敏感。诊断探针。,VOLATILITY,Lookback window: 26 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：26根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status,COMPLETE,canonical_bars
mom_accel_20h,momentum,DIAGNOSTIC_PROBE,20h Momentum Acceleration,20小时动量加速度,Momentum,动量,mom_20h - mom_20h_lag(5),20小时动量 - 5期前20小时动量,Momentum acceleration: change in 20h momentum over the last 5 bars. Detects whether trend is speeding up or slowing down.,动量加速度：过去5根K线内20小时动量的变化。检测趋势是在加速还是减速。,close,positive,Positive direction: accelerating momentum suggests trend strengthening.,正向：动量加速暗示趋势在加强。,Second-order derivative amplifies noise. Sensitive to short-term fluctuations. Diagnostic probe.,二阶导数放大噪音。对短期波动敏感。诊断探针。,MOMENTUM_REVERSAL,Lookback window: 25 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：25根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status,COMPLETE,canonical_bars
qvol_ma_ratio_5_20,quote_volume_liquidity,DIAGNOSTIC_PROBE,Quote Vol MA Ratio 5/20,成交额均线比 5/20,Quote Volume Z-Score,成交额Z分数,"SMA(qvol,5) / SMA(qvol,20) - 1",成交额5期均线 / 20期均线 - 1,Quote volume MA ratio (5/20): short vs medium-term dollar volume. >1 means recent volume above normal.,成交额均线比（5/20）：短期vs中期美元成交额。>1意味着近期成交额高于正常。,quote_volume,positive,Positive direction: rising quote volume ratio suggests increasing market participation.,正向：上升的成交额比率暗示市场参与度增加。,Ratio metric; can be noisy when denominator is small. No directional information.,比率指标；分母小时噪音大。无方向信息。,VOLUME,Lookback window: 20 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：20根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status,COMPLETE,canonical_bars
ma_gap_20_80,trend_ma,DIAGNOSTIC_PROBE,MA Gap 20/80,均线差 20/80,Trend MA Gap,均线差,(SMA20 - SMA80) / SMA80,(20期均线 - 80期均线) / 80期均线,MA gap (20/80): long-term trend indicator. (SMA20-SMA80)/SMA80.,均线差（20/80）：长期趋势指标。(SMA20-SMA80)/SMA80。,close,positive,Positive direction: positive gap suggests long-term uptrend.,正向：正差距暗示长期上升趋势。,Very slow. 80-bar lookback means long startup. Many symbols may lack full history.,非常慢。80根K线回溯意味着启动时间长。部分标的可能缺乏完整历史。,TECHNICAL,Lookback window: 80 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：80根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status,COMPLETE,canonical_bars
taker_buy_ratio_20h,taker_imbalance,DIAGNOSTIC_PROBE,20h Taker Buy Ratio,20小时主动买入比率,Taker Buy Imbalance,主动买入失衡,"mean(taker_buy_qvol / qvol, 20)",20期主动买入成交额/总成交额均值,20h taker buy ratio: rolling mean of (taker buy quote volume / total quote volume) over 20 bars. Measures buyer aggressiveness. NOT a standalone trading signal — diagnostic of flow conditions.,20小时主动买入比率：20根K线内（主动买入成交额/总成交额）的滚动均值。衡量买方进攻性。非独立交易信号——流动状态诊断。,"quote_volume,taker_buy_quote_volume",positive,"Positive direction: higher taker buy ratio = more aggressive buying, may precede upward moves. But this is a flow diagnostic, not a signal.",正向：更高的主动买入比率=更激进的买入，可能预示上涨。但这是流动诊断，不是信号。,Requires taker-enriched data (not available for all symbols historically). Structural low coverage for older data. Diagnostic only.,需要taker增强数据（并非所有标的都有历史数据）。旧数据结构上覆盖率低。仅作诊断。,TAKER_FLOW,Lookback window: 20 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：20根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status,NEEDS_REVIEW,taker_enriched
taker_buy_zscore_20h,taker_imbalance,DIAGNOSTIC_PROBE,20h Taker Buy Z-Score,20小时主动买入Z分数,Taker Buy Imbalance,主动买入失衡,"zscore(taker_buy_qvol / qvol, 20)",主动买入比率的20期Z分数,20h taker buy z-score: z-score of taker buy ratio over 20 bars. Detects unusually aggressive buying or selling.,20小时主动买入Z分数：主动买入比率的20小时Z分数。检测异常激进的买入或卖出。,"quote_volume,taker_buy_quote_volume",positive,"Positive direction: high z-score = unusually aggressive buying. Diagnostic of flow conditions, not a standalone signal.",正向：高Z分数=异常激进的买入。流动状态诊断，非独立信号。,Z-score assumes stationarity of taker buy ratio. Requires taker-enriched data. Diagnostic only.,Z分数假设主动买入比率平稳。需要taker增强数据。仅作诊断。,TAKER_FLOW,Lookback window: 20 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：20根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status,NEEDS_REVIEW,taker_enriched
taker_buy_delta_5h,taker_imbalance,DIAGNOSTIC_PROBE,5h Taker Buy Delta,5小时主动买入变化,Taker Buy Imbalance,主动买入失衡,ratio - ratio_lag(5),主动买入比率 - 5期前主动买入比率,5h taker buy delta: change in taker buy ratio over 5 bars. Detects rapid shifts in buyer/seller aggressiveness.,5小时主动买入变化：主动买入比率在5根K线内的变化。检测买方/卖方进攻性的快速转变。,"quote_volume,taker_buy_quote_volume",positive,"Positive direction: rising delta = increasing buyer aggressiveness. Diagnostic of flow shift, not a standalone signal.",正向：上升的变化=买方进攻性增加。流动转变诊断，非独立信号。,Delta amplifies noise. Short window (5 bars) makes it volatile. Requires taker-enriched data. Diagnostic only.,变化量放大噪音。短窗口（5根K线）使其波动大。需要taker增强数据。仅作诊断。,TAKER_FLOW,Lookback window: 6 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：6根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status,NEEDS_REVIEW,taker_enriched
funding_rate_level_20h,funding_rate,DIAGNOSTIC_PROBE,20h Funding Rate Level,20小时资金费率水平,Funding Rate,资金费率,"mean(funding_rate, 20)",20期资金费率均值,20h funding rate level: rolling mean of perpetual funding rate over 20 bars. High positive funding = crowded longs paying shorts.,20小时资金费率水平：20根K线内永续资金费率的滚动均值。高正值资金费率=拥挤多头向空头付费。,funding_rate,negative,"Negative direction: high funding = crowded long position, expecting mean-reversion or long squeeze. This is a carry/crowding diagnostic, not a standalone signal.",负向：高资金费率=拥挤多头仓位，预期均值回归或多头踩踏。这是套利/拥挤诊断，非独立信号。,Funding rate has structural low coverage for newer symbols (8h settlement intervals). Diagnostic of crowding conditions only.,资金费率对新标的结构上覆盖率低（8小时结算间隔）。仅作拥挤状态诊断。,FUNDING_RATE,Lookback window: 20 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：20根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status,NEEDS_REVIEW,funding_rate_aligned
funding_rate_zscore_80h,funding_rate,DIAGNOSTIC_PROBE,80h Funding Rate Z-Score,80小时资金费率Z分数,Funding Rate,资金费率,"zscore(funding_rate, 80)",资金费率的80期Z分数,80h funding rate z-score: z-score of funding rate over 80 bars. Detects unusually extreme funding conditions.,80小时资金费率Z分数：资金费率的80小时Z分数。检测异常极端的资金费率状态。,funding_rate,negative,"Negative direction: extreme positive z-score = very crowded long, expecting squeeze. Diagnostic of crowding, not a standalone signal.",负向：极端正Z分数=极度拥挤多头，预期踩踏。拥挤诊断，非独立信号。,80-bar window means slow adaptation. Z-score may lag regime changes. Requires funding rate data. Diagnostic only.,80小时窗口意味着适应慢。Z分数可能滞后于状态变化。需要资金费率数据。仅作诊断。,FUNDING_RATE,Lookback window: 80 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：80根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status,NEEDS_REVIEW,funding_rate_aligned
funding_rate_change_24h,funding_rate,DIAGNOSTIC_PROBE,24h Funding Rate Change,24小时资金费率变化,Funding Rate,资金费率,funding_rate - funding_rate_lag(24),资金费率 - 24期前资金费率,24h funding rate change: funding_rate - funding_rate_lag(24). Fast rise in funding = rapidly crowding longs.,24小时资金费率变化：资金费率 - 24期前资金费率。资金费率快速上升=多头快速拥挤。,funding_rate,negative,"Negative direction: rapid funding rate rise = accelerating crowding, expecting reversal/squeeze. Diagnostic of crowding dynamics.",负向：资金费率快速上升=拥挤加速，预期反转/踩踏。拥挤动态诊断。,Short window amplifies noise in funding rate. 24-bar gap may not align with funding settlement intervals. Diagnostic only.,短窗口放大资金费率噪音。24根K线间隔可能与资金结算间隔不对齐。仅作诊断。,FUNDING_RATE,Lookback window: 25 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：25根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status,NEEDS_REVIEW,funding_rate_aligned
mom_72h,momentum,DIAGNOSTIC_PROBE,72h Momentum,72小时动量,Momentum,动量,close / close_lag(72) - 1,收盘价 / 72期前收盘价 - 1,72-hour (3-day) momentum: captures multi-day trend continuation. Used as diagnostic probe for longer-horizon effects.,72小时（3天）动量：捕捉多日趋势延续。作为长期效应的诊断探针。,close,positive,"Positive direction: longer-horizon trend continuation, but may be slow to adapt.",正向：更长视野的趋势延续，但适应可能较慢。,Long lookback; slow startup and slow reversal detection. Diagnostic probe status — not validated for signal use.,长回溯窗口；启动慢、反转检测慢。诊断探针状态——尚未验证用于信号。,MOMENTUM_REVERSAL,Lookback window: 72 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：72根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status,COMPLETE,canonical_bars
mom_120h,momentum,DIAGNOSTIC_PROBE,120h Momentum,120小时动量,Momentum,动量,close / close_lag(120) - 1,收盘价 / 120期前收盘价 - 1,120-hour (5-day) momentum: very long-horizon trend signal. Diagnostic probe for institutional-style drift effects.,120小时（5天）动量：超长期趋势信号。用于诊断机构级漂移效应。,close,positive,Positive direction: institutional-horizon trend continuation.,正向：机构级视野的趋势延续。,Very long lookback; many symbols may lack full history. Diagnostic probe — not validated for signal use.,超长回溯窗口；部分标的历史可能不完整。诊断探针——尚未验证用于信号。,MOMENTUM_REVERSAL,Lookback window: 120 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：120根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status,COMPLETE,canonical_bars
rev_1h,reversal,DIAGNOSTIC_PROBE,1h Reversal,1小时反转,Reversal,反转,-(close / close_lag(1) - 1),-(收盘价 / 1期前收盘价 - 1),1-hour reversal: very short-term mean-reversion signal. Captures micro-bounce after hourly price drops.,1小时反转：超短期均值回归信号。捕捉小时级价格下跌后的微反弹。,close,positive,"Positive direction: formula pre-inverted. Higher value = larger 1h drop, expecting immediate bounce.",正向：公式已预取反。值越大=1小时跌幅越大，预期立即反弹。,Very noisy at 1h horizon. High false-positive rate. Diagnostic probe — may be too short for reliable signal.,1小时视野噪音很大。假阳性率高。诊断探针——可能太短，不适合作为可靠信号。,MOMENTUM_REVERSAL,Lookback window: 1 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：1根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status,COMPLETE,canonical_bars
rev_72h,reversal,DIAGNOSTIC_PROBE,72h Reversal,72小时反转,Reversal,反转,-(close / close_lag(72) - 1),-(收盘价 / 72期前收盘价 - 1),72-hour (3-day) reversal: longer-horizon mean-reversion diagnostic.,72小时（3天）反转：更长视野的均值回归诊断。,close,positive,"Positive direction: formula pre-inverted. Higher value = larger 3-day drop, expecting bounce.",正向：公式已预取反。值越大=3天跌幅越大，预期反弹。,Long-horizon reversal may not hold in persistent trends. Diagnostic probe status.,长期反转在持续趋势中可能不成立。诊断探针状态。,MOMENTUM_REVERSAL,Lookback window: 72 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：72根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status,COMPLETE,canonical_bars
vol_ratio_20_80,volatility,DIAGNOSTIC_PROBE,Vol Ratio 20/80,波动率比 20/80,Volatility,波动率,"std(ret,20) / std(ret,80)",20期波动率 / 80期波动率,Volatility ratio (20h/80h): medium-term vs long-term volatility regime diagnostic.,波动率比（20h/80h）：中期vs长期波动率状态诊断。,close,conditional,Conditional direction: regime-dependent. Rising ratio may signal trend acceleration or crisis.,条件方向：取决于状态。比值上升可能预示趋势加速或危机。,80-bar lookback means slow startup. Direction requires empirical diagnostics.,80根K线回溯意味着启动慢。方向需实证诊断。,VOLATILITY,Lookback window: 81 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：81根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status; conditional direction,DIRECTION_AMBIGUOUS,canonical_bars
realized_skew_20h,realized_shape,DIAGNOSTIC_PROBE,20h Realized Skewness,20小时已实现偏度,Realized Shape,已实现形态,"skewness(ret_1h, 20)",1小时收益的20期偏度,20h realized skewness: rolling skewness of hourly returns over 20 bars. Positive skew = occasional large up moves. Negative skew = occasional large down moves.,20小时已实现偏度：20根K线小时收益的滚动偏度。正偏度=偶发大涨。负偏度=偶发大跌。,close,conditional,"Conditional direction: negative skew (crash risk) may be penalized, but positive skew (lottery) may also be undesirable. Direction model-dependent.",条件方向：负偏度（崩盘风险）可能被惩罚，但正偏度（彩票效应）也可能不受欢迎。方向取决于模型。,Skewness estimate is noisy at 20-bar window. Direction requires diagnostics. Diagnostic probe.,偏度估计在20根K线窗口下噪音大。方向需诊断。诊断探针。,VOLATILITY,Lookback window: 21 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：21根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status; conditional direction,DIRECTION_AMBIGUOUS,canonical_bars
realized_kurt_20h,realized_shape,DIAGNOSTIC_PROBE,20h Realized Kurtosis,20小时已实现峰度,Realized Shape,已实现形态,"kurtosis(ret_1h, 20)",1小时收益的20期峰度,20h realized kurtosis: rolling kurtosis of hourly returns over 20 bars. High kurtosis = fat tails = more extreme moves than normal distribution predicts.,20小时已实现峰度：20根K线小时收益的滚动峰度。高峰度=厚尾=比正态分布预测的极端移动更多。,close,conditional,"Conditional direction: high kurtosis indicates tail risk. May be penalized in risk-adjusted frameworks, but direction model-dependent.",条件方向：高峰度指示尾部风险。在风险调整框架中可能被惩罚，但方向取决于模型。,Kurtosis estimate is noisy at 20-bar window. Excess kurtosis assumes normality baseline. Diagnostic probe.,峰度估计在20根K线窗口下噪音大。超额峰度假设正态基线。诊断探针。,VOLATILITY,Lookback window: 21 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：21根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status; conditional direction,DIRECTION_AMBIGUOUS,canonical_bars
amihud_illiquidity_20h,liquidity,DIAGNOSTIC_PROBE,20h Amihud Illiquidity,20小时Amihud非流动性,Liquidity,流动性,"mean(|ret| / qvol, 20)",20期|收益|/成交额均值,"20h Amihud illiquidity: mean(|return| / quote_volume, 20). Measures price impact per dollar traded. Higher = less liquid.","20小时Amihud非流动性：mean(|收益| / 成交额, 20)。衡量每美元交易的价格影响。越高=流动性越差。","close,quote_volume",negative,"Negative direction: illiquid assets penalized in cross-section — harder to trade, higher implicit costs.",负向：非流动性资产在截面中被惩罚——更难交易，隐性成本更高。,Amihud ratio can be unstable when quote_volume is very small. Diagnostic probe.,Amihud比率在成交额很小时可能不稳定。诊断探针。,VOLUME,Lookback window: 21 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：21根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status,COMPLETE,canonical_bars
qvol_ma_ratio_20_80,quote_volume_liquidity,DIAGNOSTIC_PROBE,Quote Vol MA Ratio 20/80,成交额均线比 20/80,Quote Volume Z-Score,成交额Z分数,"SMA(qvol,20) / SMA(qvol,80) - 1",成交额20期均线 / 80期均线 - 1,Quote volume MA ratio (20/80): medium vs long-term dollar volume regime.,成交额均线比（20/80）：中长期美元成交额状态。,quote_volume,conditional,Conditional direction: rising ratio may signal increasing interest (bullish) or distribution (bearish).,条件方向：比率上升可能预示兴趣增加（看涨）或派发（看跌）。,80-bar lookback means slow startup. Direction requires diagnostics.,80根K线回溯意味着启动慢。方向需诊断。,VOLUME,Lookback window: 80 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：80根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status; conditional direction,DIRECTION_AMBIGUOUS,canonical_bars
price_volume_corr_20h,volume_price,DIAGNOSTIC_PROBE,20h Price-Volume Correlation,20小时量价相关性,Volume-Price,量价,"corr(ret, pctchg(qvol), 20)",收益与成交额变化的20期相关系数,"20h price-volume correlation: corr(hourly return, pct_change(quote_volume), 20). Positive = volume confirms price moves. Negative = volume diverges.","20小时量价相关：corr(小时收益, 成交额变化率, 20)。正值=成交量确认价格变动。负值=成交量背离。","close,quote_volume",conditional,Conditional direction: positive correlation (volume confirms) may indicate healthy trend; negative may indicate reversal. Regime-dependent.,条件方向：正相关（成交量确认）可能指示健康趋势；负相关可能指示反转。取决于市场状态。,Correlation is noisy and non-stationary. 20-bar window may be too short for stable estimate. Diagnostic probe.,相关性噪音大且非平稳。20根K线窗口可能太短，无法得到稳定估计。诊断探针。,HYBRID,Lookback window: 21 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：21根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status; conditional direction,DIRECTION_AMBIGUOUS,canonical_bars
trend_efficiency_24h,trend_quality,DIAGNOSTIC_PROBE,24h Trend Efficiency,24小时趋势效率,Trend Quality,趋势质量,"|ret_24h| / sum(|ret_1h|, 24)",24小时收益绝对值 / 24期小时收益绝对值之和,"24h trend efficiency: |24h return| / sum(|1h returns|, 24). Measures how 'clean' a directional move is. 1.0 = straight line, near 0 = choppy.","24小时趋势效率：|24小时收益| / sum(|1小时收益|, 24)。衡量方向性移动有多'干净'。1.0=直线，接近0=震荡。",close,positive,"Positive direction: higher efficiency = cleaner directional move, trend continuation more likely.",正向：更高效率=更干净的方向性移动，趋势延续可能性更大。,Does not distinguish up-trends from down-trends (absolute returns). Direction assumes efficient moves are more likely to continue.,不区分上升趋势和下降趋势（使用绝对收益）。方向假设高效移动更可能延续。,TECHNICAL,Lookback window: 24 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：24根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status,COMPLETE,canonical_bars
price_pos_120h,price_position,DIAGNOSTIC_PROBE,120h Price Position,120小时价格位置,Price Position,价格位置,(close - LL120) / (HH120 - LL120),(收盘 - 120期最低) / (120期最高 - 120期最低),120h (5-day) price position: where price sits in the 5-day high-low range.,120小时（5天）价格位置：价格在5天高低区间中的位置。,"close,high,low",conditional,Conditional direction: institutional-horizon position indicator. Direction depends on trend regime.,条件方向：机构级视野的位置指标。方向取决于趋势状态。,Very long lookback. Many symbols may lack full 120h history. Direction ambiguous.,超长回溯窗口。部分标的可能缺乏完整的120小时历史。方向模糊。,PRICE_POSITION,Lookback window: 120 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：120根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status; conditional direction,DIRECTION_AMBIGUOUS,canonical_bars
